Date,Day of Week,Time Reported,Type,Status,Location,Area,Description,Lat,Long
06-19-2019,3,12:24 PM,THEFT REPORT,OPEN,111 WESTERN AVE,ALLSTON,"Officer dispatched to take a report of stolen Cartier sunglasses valued at $800.00, Prada sunglasses valued at $600.00, a",42.3644675,-71.1199197
06-19-2019,3,1:55 PM,THEFT REPORT,CLOSED,111 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a stolen package containing a Magic Bullet blender valued at $30.00.,42.3644675,-71.1199197
06-19-2019,3,2:45 PM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,677 HUNTINGTON AVE,BOSTON,Officer dispatched to take a report of annoying emails.,42.335292,-71.102632
06-19-2019,3,3:16 PM,DISTURBANCE,CLOSED,5 LINDEN ST,CAMBRIDGE,Officer dispatched to take a report of a past disturbance in the building.,42.3725743,-71.1174737
06-19-2019,3,3:36 PM,ASSIST CAMBRIDGE POLICE,CLOSED,124 MT AUBURN ST,CAMBRIDGE,Officer dispatched to take a report of a stolen bicycle seat valued at $15.00. The reporting individual informed the officer that their bicycle seat was not stolen on Harvard University property.,42.3730737,-71.1235453
06-19-2019,3,5:45 PM,THEFT REPORT,OPEN,77 AVE LOUIS PASTEUR,BOSTON,"Officer dispatched to take a report of a stolen beige Specialized bicycle valued at $5,000.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $30.00, which was also stolen.",42.33854,-71.1026766
06-19-2019,3,6:48 PM,THEFT REPORT,OPEN,48 QUINCY ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen green Trek Verve bicycle valued at $700.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $20.00, which was also stolen.",42.3757999,-71.1139077
06-17-2019,1,7:48 AM,UNWANTED GUEST,CLOSED,8 STORY ST UNWANTED GUEST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the alleyway behind the building. Officers arrived, located the individual, and sent them on their way.",42.3708829,-71.100967
06-17-2019,1,1:06 PM,HARASSMENT,OPEN,75 MT AUBURN ST,CAMBRIDGE,Officer took a walk-in report of harassment.,42.3726398,-71.1186448
06-17-2019,1,1:12 PM,SUSPICIOUS MAIL/ PACKAGE/BAG,CLOSED,1 OXFORD ST,CAMBRIDGE,Officer dispatched to a report of an unattended backpack on the fifth floor of the building. Officer arrived and reported that the owner was notified that their property was found.,42.376431,-71.1169182
06-17-2019,1,1:15 PM,MOTOR VEHICLE ACCIDENT,OPEN,14 HARVARD WAY,ALLSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3552234,-71.1324461
06-17-2019,1,1:58 PM,UNWANTED GUEST,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to a report of an unwanted guest in the building. Officer arrived, located the individual, and sent them on their way.",42.372708,-71.1188362
06-17-2019,1,4:08 PM,ASSIST CAMBRIDGE POLICE,CLOSED,39 ROBINSON ST ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer dispatched to take a report of suspicious activity.,42.3833363,-71.1275396
06-17-2019,1,11:03 PM,THEFT REPORT,OPEN,15 EVERETT ST,CAMBRIDGE,Officer dispatched to take a report of a stolen package containing a Ferrari brand pen.,42.3802928,-71.1185336
06-17-2019,1,11:38 PM,SUSPICIOUS ODOR/SMOKE,CLOSED,15 EVERETT ST,CAMBRIDGE,Officer dispatched to a report of a suspicious odor in the building. Officer arrived and reported that no suspicious odor could be detected.,42.3802928,-71.1185336
06-16-2019,0,1:07 AM,NOISE COMPLAINT,CLOSED,900 MEMORIAL DR,CAMBRIDGE,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the noise was coming from an active alarm clock. Officers reported that the owner then arrived and turned off the alarm clock shortly thereafter.,42.3662518,-71.1152777
06-16-2019,0,10:34 AM,PM,CLOSED,176 LINCOLN ST VANDALISM,ALLSTON,Officer dispatched to take a report of vandalism done to a window of the building.,42.35846,-71.138452
06-16-2019,0,3:11 PM,THEFT REPORT,CLOSED,180 LONGWOOD AVE THEFT REPORT,BOSTON,Officer dispatched to a report of an individual that had removed a plant from the ground and was observed leaving the area. Officer arrived and searched for the individual with negative results.,42.336146,-71.1014026
06-15-2019,6,10:51 AM,DISTURBANCE,CLOSED,29 GARDEN ST DISTURBANCE,CAMBRIDGE,Officer dispatched to a report of an argument between two individuals. Officer arrived and spoke to one of the individuals who stated that the other individual had become upset due to the lack of parking near the building. The officer then located the other individual near the building and sent them on their way.,,
06-15-2019,6,12:18 PM,VANDALISM,CLOSED,1306 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of ongoing vandalism in a bathroom.,42.3728137,-71.1175233
06-15-2019,6,4:27 PM,UNWANTED GUEST,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,Officers dispatched to a report of an individual who was previously issued a verbal trespass warning attempting to gain access into the building. Officers arrived and reported that the individual was gone on arrival.,42.33854,-71.1026766
06-14-2019,5,8:32 AM,SUSPICIOUS ACTIVITY,CLOSED,17 OXFORD ST,CAMBRIDGE,Officer dispatched to take a report of past suspicious activity. WARREN ALPERT BUILDING GARAGE 6/14/19 6/13/19 MOTOR VEHICLE ACCIDENT 200 LONGWOOD AVE CLOSED 11:56 AM 8:00 AM - 5:30 PM BOSTON,42.3772499,-71.1175291
06-14-2019,5,11:56 AM,MOTOR VEHICLE ACCIDENT,CLOSED,200 LONGWOOD AVE,BOSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3358831,-71.1035154
06-14-2019,5,12:26 PM,MOTOR VEHICLE ACCIDENT,OPEN,200 LONGWOOD AVE,BOSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3358831,-71.1035154
06-14-2019,5,2:35 PM,ANNOYING CALLS/TEXTS/EMAILS,OPEN,104 MT AUBURN ST,CAMBRIDGE,Officer dispatched to take a report of annoying emails.,42.372712,-71.121246
06-14-2019,5,3:58 PM,SKATEBOARD/BIKE COMPLAINT,CLOSED,677 HUNTINGTON AVE,BOSTON,"Officers dispatched to a report of several individuals skateboarding in the area. Officers arrived, located the individuals, and sent them on their way.",42.335292,-71.102632
06-14-2019,5,4:39 PM,THEFT REPORT,CLOSED,1515 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of stolen unattended and unsecured U.S. currency valued at $70.00.,42.3769912,-71.1195567
06-13-2019,4,8:32 AM,ASSIST CAMBRIDGE POLICE,CLOSED,175 N HARVARD ST,ALLSTON,Officers dispatched to take a report of a past assault and battery previously reported to the Cambridge Police Department.,42.3641664,-71.1293777
06-13-2019,4,11:23 AM,THEFT REPORT,OPEN,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to take a report of a stolen Specialized bicycle valued at $1,300. The cable lock was damaged and left at the scene.",42.372708,-71.1188362
06-13-2019,4,3:40 PM,MOTOR VEHICLE ACCIDENT,CLOSED,200 LONGWOOD AVE,BOSTON,Officer dispatched to take a report of damage to a motor vehicle's rear bumper caused by an unknown vehicle.,42.3358831,-71.1035154
06-13-2019,4,3:52 PM,SUSPICIOUS ACTIVITY,CLOSED,20 QUINCY ST,CAMBRIDGE,Officer dispatched to take a report of past suspicious activity.,42.3732494,-71.1141792
06-12-2019,3,11:40 PM,SUSPICIOUS ACTIVITY,CLOSED,8 PLYMPTON ST,CAMBRIDGE,Officer dispatched to take a report of suspicious activity.,42.372383,-71.1163859
06-11-2019,2,7:36 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest. Officers arrived, spoke to the individual and sent them on their way.",42.3739234,-71.1220834
06-11-2019,2,9:31 AM,THEFT REPORT,OPEN,8 MILL ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen unattended and unsecured wallet valued at $30.00 that contained identification cards, and credit and debit cards.",42.3700294,-71.1172936
06-11-2019,2,9:20 AM,THEFT REPORT,OPEN,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to take a report of a stolen unattended and unsecured brown wallet valued at $50.00 that contained identification cards, credit cards and $100.00.",42.372708,-71.1188362
06-11-2019,2,11:43 AM,ROTTERDST MOTOR VEHICLE ACCIDENT,CLOSED,19 ROTTERDAM ST MOTOR VEHICLE ACCIDENT,BOSTON,"Officer dispatched to take a report of a motor vehicle accident with no personal injuries. Officer arrived and spoke to the individual who stated while traveling too fast they struck another motor vehicle. Officer reports one vehicle sustained damage to its side and the second vehicle sustained damage to the rear bumper, trailer hitch, and tailgate.",42.3632115,-71.1205239
06-11-2019,2,1:00 PM,ASSIST STATE POLICE,CLOSED,968 MEMORIAL DR,CAMBRIDGE,Officer dispatched on the report of an unattended backpack. Officer arrived and reported the State Police took custody of the backpack.,42.3699305,-71.1228581
06-11-2019,2,3:55 PM,SUSPICIOUS ACTIVITY,CLOSED,11 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of a suspicious letter.,42.3743896,-71.1162491
06-11-2019,2,4:12 PM,LOT MOTOR VEHICLE ACCIDENT,CLOSED,125 WESTERN AVE LOT MOTOR VEHICLE ACCIDENT,ALLSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries. Officer arrived and spoke to the individual who stated while attempting to turn around they struck another a blue light pole. Officer reports the vehicle and the pole sustained damage as well as the vehicle's reflectors.,42.3641094,-71.1241841
06-10-2019,1,1:02 AM,SUSPICIOUS ACTIVITY,CLOSED,900 MEMORIAL DR,CAMBRIDGE,Officers dispatched on the report that there may be someone in a residence that should not be. Officers searched the residence and determined that no one else was in the unit.,42.3662518,-71.1152777
06-10-2019,1,8:18 AM,MOTOR VEHICLE ACCIDENT,CLOSED,49 HARVARD WAY,ALLSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries. Officer arrived and spoke to the individual who stated while backing out of the loading dock they struck a tree. Officer reports the tree received damage that included a piece of metal from the trailer embedded in it.,42.3543615,-71.1328151
06-10-2019,1,9:32 AM,THEFT REPORT,OPEN,900 MEMORIAL DR,CAMBRIDGE,"Officer dispatched to take a report of a three stolen unattended and unsecured iPads valued at $1500.00, a Cannon camera valued at $600.00 and a set of Popclik speakers valued at $105.00.",42.3662518,-71.1152777
06-10-2019,1,11:06 AM,FIELD INTERVIEW,CLOSED,111 WESTERN AVE,ALLSTON,Officers dispatched on the report of two individuals attempting to gain entry into a residence. Officers located the individuals and conducted a field interview. Officers determined that the individuals were authorized to be in the building and the attempted entry was due to miscommunication.,42.3644675,-71.1199197
06-10-2019,1,11:31 AM,MOTOR VEHICLE ACCIDENT,CLOSED,112 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries. Officer arrived and spoke to the individual who stated while backing out of a parking space they struck another motor vehicle. Officer reports one,42.3632009,-71.124311
06-10-2019,1,12:30 PM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,52 OXFORD ST,CAMBRIDGE,Officer dispatched to take a report that an individual received several annoying emails.,42.3799895,-71.1153309
06-10-2019,1,1:03 PM,FIELD INTERVIEW,CLOSED,40 DEWOLFE ST,CAMBRIDGE,Officers dispatched to a report of an unwanted guest sleeping in the courtyard. Officers arrived conducted a field interview and sent the individual on their way.,42.3692976,-71.1160718
06-10-2019,1,1:26 PM,VANDALISM,CLOSED,1306 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of ongoing vandalism in a bathroom.,42.3728137,-71.1175233
06-10-2019,1,1:31 PM,THEFT REPORT,OPEN,900 MEMORIAL DR,CAMBRIDGE,Officer dispatched to take a report of a stolen unattended and unsecured package containing a mobile laptop desk cart valued at $42.00.,42.3662518,-71.1152777
06-10-2019,1,2:29 PM,UNWANTED GUEST,CLOSED,4 BLACKFAN CIR,BOSTON,Officer dispatched to a report of an unwanted guest. Officers arrived and report the individual is gone on arrival.,42.3384593,-71.1032567
06-10-2019,1,10:12 PM,FIRE,CLOSED,260 LONGWOOD AVE,BOSTON,Officer dispatched on the report of the smell of smoke. Officer arrived and discovered a small mulch fire. Boston Fire extinguished the fire.,42.3369505,-71.1041268
06-09-2019,0,9:28 AM,WARRANT  ARREST,ARREST,1380 MASSACHUSETTS AVE WARRANT,,"Officer observed an individual known to them to have an outstanding warrant. A field interview was conducted and the individual was run for wants/warrants with positive results and placed under arrest. Name: Adey, Orion Age: 29 Address: Homeless Charge(s): Warrant Service",42.373333,-71.119214
06-09-2019,0,12:20 PM,ASSIST CAMBRIDGE POLICE,CLOSED,19 PEABODY ST ASSIST CAMBRIDGE POLICE,,Officer received a report of a motor vehicle accident from a passerby. Officer responded to the location but could not find anyone involved in an accident.,42.3736158,-71.1097335
06-09-2019,0,12:24 PM,ASSIST CAMBRIDGE POLICE,CLOSED,1400 MASSACHUSETTS AVE,,Officer observed an individual yelling at two other individuals. Officer spoke with the two individuals who stated the other individual was not pleased that they did not give them money as requested. A field interview was conducted and the individual was run for wants/warrants with negative results and sent on their way.,42.3737459,-71.119646
06-09-2019,0,2:31 PM,THEFT REPORT,CLOSED,1651 MASSACHUSETTS AVE,,Officer dispatched to take a report of a stolen gray and pink Schwinn bicycle valued at $350.00. The reporting individual informed the officer their chain lock valued at $20.00 was also stolen.,42.3813942,-71.1192145
06-09-2019,0,3:01 PM,DISTURBANCE,CLOSED,79 N HARVARD ST,,Officers dispatched on the report of an individual causing a disturbance by yelling and threatening to hit persons. The officers were able to calm down the individual who was sent on their way.,42.3667301,-71.127491
06-09-2019,0,5:11 PM,THEFT REPORT,CLOSED,58 PLYMPTON ST,,Officer dispatched to take a report of a stolen gray Jamis Coda bicycle valued at $1000.00. The reporting individual informed the officer their cable lock was cut and left at the scene.,42.3706639,-71.1173144
06-08-2019,6,11:20 AM,ASSIST BOSTON POLICE,CLOSED,175 N HARVARD ST ASSIST BOSTON POLICE,,Officer dispatched to assist Boston Police with a transport.,42.3641664,-71.1293777
06-08-2019,6,4:28 PM,FIRE,CLOSED,135 WESTERN AVE FIRE,,Officer dispatched to a report of a small mulch fire near the building. Officer arrived and reported that the fire was extinguished shortly thereafter.,42.6785294,-73.830765
06-08-2019,6,5:27 PM,THEFT REPORT,CLOSED,18 KIRKLAND ST,,"Officer took a report of a stolen beige Billabong wallet valued at $40.00, white Apple Airpods valued at $170.00, $40.00 in U.S. currency, a license, various tickets and a credit/debit card.",42.3765689,-71.1143745
06-08-2019,6,9:02 PM,LOT VANDALISM,OPEN,180 LONGWOOD AVE LOT VANDALISM,,Officer dispatched to a report of vandalism to a parking gate barrier and a guard was following the individuals responsible. Upon arrival the officer the officer observed the individuals and conducted a field stop. One of the individuals ran away from the officer. After a brief foot chase the individual was stopped a short distance away. All individuals were run for wants/warrants with negative results and sent on their way with a trespass warning for all of Harvard University property. One individual will be summoned into court on a charge of malicious destruction of property.,42.336146,-71.1014026
06-07-2019,5,9:10 AM,MOTOR VEHICLE COMPLAINT,CLOSED,16 DIVINITY AVE,CAMBRIDGE,Officer dispatched to a report of a motor vehicle idling in the area. Officer arrived and reported that the engine to the motor vehicle was shut off.,42.3788363,-71.1134613
06-07-2019,5,9:37 AM,MOTOR VEHICLE ACCIDENT,CLOSED,1 OXFORD ST,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.376431,-71.1169182
06-07-2019,5,11:40 AM,MOTOR VEHICLE ACCIDENT,CLOSED,16 PRESCOTT ST MOTOR VEHICLE ACCIDENT,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.355692,-71.052318
06-07-2019,5,12:00 PM,MOTOR VEHICLE ACCIDENT,CLOSED,117 WESTERN AVE,ALLSTON,Officer while on detail reported that a bicyclist had struck a motor vehicle. Officer reported that the bicyclist did not suffer any personal injuries.,42.3651974,-71.1221999
06-07-2019,5,12:25 PM,THEFT REPORT,OPEN,1 OXFORD ST,CAMBRIDGE,Officer dispatched to take a report of stolen credit/debit cards.,42.376431,-71.1169182
06-07-2019,5,2:02 PM,HARASSMENT,OPEN,60 LINNAEAN ST,CAMBRIDGE,Officer took a report of harassment.,42.3812398,-71.1246959
06-07-2019,5,4:21 PM,SUSPICIOUS ACTIVITY,CLOSED,11 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of suspicious mail.,42.3743896,-71.1162491
06-06-2019,4,5:44 AM,FIELD INTERVIEW,CLOSED,117 WESTERN AVE,ALLSTON,"Officers dispatched to a report of an individual sleeping inside of the building. Officers arrived, located the individual, and conducted a field interview. The individual was run for wants/warrants with negative results. Officers then informed the individual of the policy regarding sleeping inside of the building and sent them on their way.",42.3651974,-71.1221999
06-06-2019,4,9:20 AM,SUSPICIOUS ACTIVITY,CLOSED,124 MT AUBURN ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious voicemail.,42.3730737,-71.1235453
06-06-2019,4,6:11 PM,VANDALISM,CLOSED,45 SHATTUCK ST,BOSTON,Officer dispatched to take a report of tagging/graffiti done to an elevator inside of the building.,42.336069,-71.1050819
06-05-2019,3,7:57 AM,UNWANTED GUEST,CLOSED,8 STORY ST UNWANTED GUEST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the alleyway behind the building. Officers arrived, located the individual, and sent them on their way.",42.3708829,-71.100967
06-05-2019,3,9:13 AM,ASSAULT REPORT,CLOSED,19 DIVINITY AVE ASSAULT REPORT,CAMBRIDGE,Officer dispatched to take a report of an assault and battery.,42.3800852,-71.1129738
06-05-2019,3,9:17 AM,UNWANTED GUEST,CLOSED,92 MT. AUBURN ST UNWANTED GUEST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest behind the building. Officers arrived, located the individual, and sent them on their way.",42.3722476,-71.1198555
06-05-2019,3,10:00 AM,PM,OPEN,90 SMITH ST THEFT REPORT,BOSTON,Officer dispatched to take a report of a stolen black and silver Michele watch valued at $200.00.,42.3338601,-71.0999631
06-05-2019,3,10:00 AM,SUSPICIOUS ACTIVITY,OPEN,45 HARVARD WAY,ALLSTON,Officer dispatched to take a report of a suspicious incident.,42.3544067,-71.1327778
06-05-2019,3,12:08 PM,FENWOOD RD ASSIST BOSTON POLICE  1,CLOSED,89 FENWOOD RD ASSIST BOSTON POLICE,BOSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3363922,-71.1089998
06-05-2019,3,3:12 PM,PROPERTY DAMAGE,CLOSED,107 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to take a report of a damaged fence in the area. EVERETT STREET GARAGE 6/5/19 6/5/19 VANDALISM 27 EVERETT ST CLOSED 7:21 PM 7:15 PM - 7:50 PM CAMBRIDGE,42.3374553,-71.103876
06-05-2019,3,7:21 PM,VANDALISM,CLOSED,27 EVERETT ST,CAMBRIDGE,Officers dispatched to a report of an individual throwing flowers from the lawn in front of the building. Officers,42.3800672,-71.1175873
06-05-2019,3,8:10 PM,ASSIST BOSTON POLICE,CLOSED,90 SMITH ST ASSIST BOSTON POLICE,BOSTON,Officer dispatched to assist Boston Police with searching for an individual possibly in the area. Officer arrived and searched the area with negative results.,42.3618,-71.0603
06-05-2019,3,8:43 PM,SUSPICIOUS ACTIVITY,CLOSED,11 HARVARD YARD,CAMBRIDGE,Officer dispatched to a report of an individual attempting to gain access into the building. Officer arrived and reported that the individual was authorized to access the building.,42.3743896,-71.1162491
06-05-2019,3,11:13 PM,UNWANTED GUEST,CLOSED,64 BRATTLE ST,CAMBRIDGE,"Officer dispatched to a report of an unwanted guest sleeping on a bench in the area. Officer arrived, located the individual, and reported that they were attempting to stay out of the rain and allowed to remain in the area.",42.3748457,-71.1229902
06-04-2019,2,5:05 AM,ASSIST BOSTON POLICE,CLOSED,65 N HARVARD ST,ALLSTON,Officer dispatched to assist Boston Police with searching for an individual possibly in the area. Officer arrived and searched the area with negative results.,42.3675687,-71.1258971
06-04-2019,2,7:29 AM,ASSIST CAMBRIDGE POLICE,CLOSED,1380 MASSACHUSETTS AVE ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer while on patrol was approached by an individual who inquired if they had any active warrants. The individual was then run for wants/warrants with negative results and sent on their way.,42.373333,-71.119214
06-04-2019,2,9:46 AM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,23 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of annoying emails,42.3743896,-71.1162491
06-04-2019,2,12:24 PM,HARASSMENT,CLOSED,6 MASSACHUSETTS AVE,CAMBRIDGE,Officer took a walk-in report of harassment.,42.3574583,-71.0932133
06-04-2019,2,2:55 PM,SUSPICIOUS ACTIVITY,CLOSED,651 HUNTINGTON AVE,BOSTON,Officers dispatched to a report of an individual engaged in suspicious activity in the area. Officers arrived and reported that the individual was gone on arrival.,42.3357189,-71.1015243
06-04-2019,2,4:39 PM,ASSIST BOSTON POLICE,CLOSED,38 TRAVIS ST ASSIST BOSTON POLICE,ALLSTON,Officer dispatched to take a report of previous unwanted guests on the roof of the building.,42.3615164,-71.1278042
06-03-2019,1,3:43 AM,SUSPICIOUS ACTIVITY,CLOSED,59 SHEPARD ST,CAMBRIDGE,Officer dispatched to a report of an individual loitering outside of the building. Officer arrived and reported that the individual was gone on arrival.,42.3810119,-71.1252329
06-03-2019,1,7:37 AM,TRESPASS WARNING,CLOSED,114 MT AUBURN ST TRESPASS WARNING,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",42.3730471,-71.1223957
06-03-2019,1,7:38 AM,UNWANTED GUEST,CLOSED,14 STORY ST UNWANTED GUEST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest attempting to sleep in the alleyway behind the building. Officers arrived, located the individual, and sent them on their way.",42.3737388,-71.1225472
06-03-2019,1,10:21 AM,THREAT(S),OPEN,11 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of a threat.,42.3743896,-71.1162491
06-03-2019,1,12:28 PM,THEFT REPORT,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of stolen U.S. currency valued at $200.00.,42.372708,-71.1188362
06-03-2019,1,1:38 PM,ASSIST STATE POLICE,CLOSED,968 MEMORIAL DR,CAMBRIDGE,Officers dispatched to a report of an unwanted guest in the area. Officers arrived and reported that the individual was gone on arrival and that State Police was notified of the incident.,42.3699305,-71.1228581
06-03-2019,1,4:11 PM,ASSIST CAMBRIDGE POLICE,CLOSED,19 BROADWAY ST ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer while on patrol took a report of a bicyclist stuck by a motor vehicle.,42.3699379,-71.1034705
06-03-2019,1,5:04 PM,HAZARDOUS CONDITION,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to a report of the odor of gasoline coming from a motor vehicle inside of the garage. Officer arrived and reported that Boston Fire was on scene. Officer reported that the motor vehicle was moved outside of the garage and the building was then ventilated to remove the odor.,42.33854,-71.1026766
06-03-2019,1,5:18 PM,ASSIST CAMBRIDGE POLICE,CLOSED,19 BENNETT STREET ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3725041,-71.1225396
06-02-2019,0,12:25 AM,ASSAULT REPORT,CLOSED,19 MASSACHUSETTS AVE / HARVARD ST ASSAULT REPORT,CAMBRIDGE,"Officer while on a detail received a report of two individuals engaged in suspicious activity in the area. Officer arrived, located the individuals, and conducted a field interview. During the field interview, both individuals behaved in a highly uncooperative manner and one of the individuals committed an assault against the officer. Additional officers were then requested to the scene and the individuals were ultimately sent on their way.",42.401966,-71.136071
06-02-2019,0,3:58 AM,UNWANTED GUEST,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officers dispatched to a report of an individual sleeping in the building. Officer arrived, located the individual, and reported that they had just briefly fallen asleep while studying.",42.376431,-71.1169182
06-02-2019,0,10:48 AM,AM,CLOSED,10 AKRON ST FIELD INTERVIEW,CAMBRIDGE,"Officers dispatched to a report of two individuals who were attending to return property that they had previously removed from the building. Officers arrived, located the individuals, and conducted a field interview. During the field interview, the individuals were run for wants/warrants with negative results and stated that they removed the property due to the belief that is was intentionally discarded. The property was then returned to the owner and the individuals were sent on their way.",42.3656392,-71.1153191
06-02-2019,0,4:30 PM,ASSIST CAMBRIDGE POLICE,CLOSED,1414 MASSACHUSETTS AVE ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer dispatched to a report of an assault and battery. Officers arrived and reported that Cambridge Police was on scene and took jurisdiction over the incident.,42.3739528,-71.1195531
06-02-2019,0,8:24 PM,MOTOR VEHICLE ACCIDENT,CLOSED,219 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3633391,-71.1308433
06-01-2019,6,12:24 AM,SUSPICIOUS ACTIVITY,CLOSED,135 WESTERN AVE SUSPICIOUS ACTIVITY,ALLSTON,Officers dispatched to a report of an individual engaged in suspicious activity in the area. Officers arrived and reported individual gone on arrival.,42.3638612,-71.1257451
06-01-2019,6,12:57 AM,ASSIST CAMBRIDGE POLICE,CLOSED,30 HOLYOKE ST,CAMBRIDGE,Officer dispatched to a report of loud music coming from the building. Officer arrived and reported that the music would be shut off for the night.,42.3715532,-71.1186479
06-01-2019,6,11:06 AM,NOISE COMPLAINT,CLOSED,1306 MASSACHUSETTS AVE,CAMBRIDGE,Officers dispatched to a report of loud banding coming from the building. Officers arrived and reported that the noise was a result of movers in the building.,42.3728137,-71.1175233
06-01-2019,6,11:52 AM,MOTOR VEHICLE ACCIDENT,CLOSED,112 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3632009,-71.124311
06-01-2019,6,2:52 PM,THEFT REPORT,CLOSED,1515 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of stolen U.S. currency valued at $60.00.,42.3769912,-71.1195567
06-01-2019,6,3:12 PM,HAZARDOUS CONDITION,CLOSED,30 FERNALD DR,CAMBRIDGE,Officer dispatched to a report of several unattended power tools left outside of the building. Officer arrived and reported that the power tools would be moved inside of the building.,42.3825711,-71.126083
06-01-2019,6,5:14 PM,THEFT REPORT,OPEN,1 OXFORD ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen blue Retrospec Mountain bicycle valued at $450.00. The reporting individual informed the officer that their bicycle was secured to a bike rack with a cable lock valued at $25.00, which was also stolen.",42.376431,-71.1169182
06-01-2019,6,6:08 PM,UNWANTED GUEST,CLOSED,8 MT AUBURN ST,CAMBRIDGE,Officer dispatched to a report of an individual searching through a dumpster near the building. Officer arrived and reported individual gone on arrival.,42.370197,-71.114083
06-01-2019,6,11:04 PM,THEFT REPORT,CLOSED,111 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a stolen green cart valued at $65.00 and clothing valued at $400.00,42.3644675,-71.1199197
05-31-2019,5,12:25 AM,LOUD PARTY,CLOSED,23 HARVARD YARD,CAMBRIDGE,,42.3743896,-71.1162491
05-31-2019,5,1:22 AM,NOISE COMPLAINT,CLOSED,130 WALKER ST,CAMBRIDGE,,42.3822517,-71.1249679
05-31-2019,5,2:02 AM,UNWANTED GUEST,CLOSED,101 DUNSTER ST,CAMBRIDGE,,42.3704133,-71.1216494
05-31-2019,5,2:19 AM,LOUD PARTY,CLOSED,23 HARVARD YARD,CAMBRIDGE,,42.3743896,-71.1162491
05-31-2019,5,3:14 AM,SUSPICIOUS ACTIVITY,CLOSED,24 QUINCY ST,CAMBRIDGE,,42.3736458,-71.1142609
05-31-2019,5,4:26 AM,SUSPICIOUS ACTIVITY,CLOSED,24 QUINCY ST,CAMBRIDGE,,42.3736458,-71.1142609
05-31-2019,5,4:47 AM,ASSIST STATE POLICE,CLOSED,1 MEMORIAL DR,CAMBRIDGE,,42.3615984,-71.0812788
